rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,soil_moisture_pct,elevation_m,slope_deg,vegetation_index,drainage_density,distance_to_river_km,antecedent_rainfall_mm,risk_class
54.6,23.4,63.8,1010,12.7,16.7,451,16.4,0.553,2.83,4.64,51.7,Low
71.5,28.9,42.8,1011.5,18,34.9,36,33,0.33,3.32,6.23,98,Medium
56.7,36.3,56.2,1003.2,3.6,46.6,237,35.9,0.553,2.31,9.93,74.2,Medium
86,31,89.1,1007.5,12.1,39.5,520,2.9,0.363,5.51,6.49,110.9,Medium
173.7,35.6,59.5,1019.1,9.2,39.7,708,0,0.322,4.67,9.62,64.4,Low
40.6,32.7,31.6,1012.8,5.5,47.1,280,1,0.4,3,4.38,23.9,Low
33.8,24,77,1010.4,15.2,41.9,0,0.9,0.299,4.2,13.04,40.9,Low
40.6,28.1,54.5,997.3,20.6,79.5,0,15.1,0.805,2.83,9.09,98.2,Medium
38.6,33.6,71.4,1016.1,4.7,88.7,351,10.6,0.349,1.4,5.26,53,Medium
106.6,29.4,86.5,996.4,7.5,8.1,300,8.9,0.548,1.7,8.42,84.2,Medium
32.3,46.5,67.9,1008.7,6.8,38.9,595,13.8,0.608,3.4,8.1,62.8,Low
89.5,32.3,59.1,1023.7,6.7,33.7,654,0,0.502,1.69,0.72,16.3,Low
0,27.7,40.6,980.6,11.5,36.2,459,7.9,0.482,0.16,2.94,124.6,Low
98.3,12.1,72.2,1016.6,11.9,28.6,337,34.8,0.393,3.12,5.23,123.4,Medium
92.3,47.4,82.1,1008.3,2,24.2,616,12.9,0.202,1.65,2.17,0,Low
21.4,28.2,56.4,1019.9,10.9,66.8,318,4.6,0.466,1.28,0.1,131.2,Medium
50.8,36,65.4,1025.5,16.8,56.2,330,8.1,0.38,1.47,9.39,85.2,Medium
32.6,13.8,59.4,1006.3,23.4,41.7,50,20.1,0.156,3.49,4.69,55.9,Low
89.3,25.8,62.5,1016.2,14.6,25.7,534,0,0,2.02,0.27,126.7,Medium
126.9,16.1,73.1,1010.7,9.6,27.6,37,0.9,0.411,5.28,4.43,122.1,Medium
0,11.8,35.3,1020.7,4.4,79.9,358,4.6,0.324,3.25,1.43,115,Medium
80.4,41.3,32.5,1009.2,4.5,61.8,584,4.8,0.575,2.14,8.42,121.9,Medium
103.3,26.8,58.4,1008.6,6.6,33.6,64,25.8,0.562,3.86,1.65,132.6,Medium
43,36.6,58.2,1010.7,10.5,49.7,132,19.5,0,3.35,5.89,158.1,Medium
18.8,11.6,75.3,1015,17.6,50.8,701,0,0.554,4.83,8.68,85.2,Low
85.1,22.7,60.4,1018.1,0.6,45.8,352,9.7,0.604,2.75,4.58,62.6,Medium
24,22.5,45.1,1007.7,6.6,61.2,965,14.7,0.315,1.67,0.48,5.8,Low
79.1,23,88.6,1015.6,5.4,52.5,472,34.8,0.579,2.22,1.42,128.5,High
67.6,31,88.9,1030.2,6.7,27,0,18.3,0.395,2.06,2.41,161.1,Medium
74.9,31.8,68.7,1021.3,9.8,39.6,529,12.4,0.399,1.77,4.26,58.3,Low
60.2,17.5,76,1011.9,0.4,62.8,128,34.3,0.33,1.83,2.74,150.3,Medium
29.8,22,77.5,1019.6,7.1,63.4,343,23.7,0.54,5,6.76,86.4,Medium
20.5,19.5,85.5,1007.7,12,46.6,169,21.8,0.664,0.37,3.54,112.1,Medium
59.5,32.8,70.6,1007.8,8.9,68.1,825,26.9,0.719,4.52,5.71,241.6,Medium
88.5,22.2,60,996,4.1,19.8,68,34.6,0.3,2.29,6.49,82.6,Medium
60.7,20.3,74.9,1008.4,5,55.4,509,15.3,0.219,1.81,14.93,123.7,Medium
115.2,24.7,79,990.7,1.1,58.1,422,18.6,0.432,3.85,3.79,0,Medium
62.3,20.7,74.3,1018.5,4.2,66.3,531,0,0.646,2.55,7.11,0,Low
7.2,31.3,87.5,1032.8,7.9,59.5,0,9.9,0.839,2.6,0.1,82.8,Medium
28.9,30.8,73.7,993.1,7.5,84.3,414,32.1,0.787,2.11,6.07,33.6,Medium
32.6,31.3,90.2,1008.2,20.1,83.6,318,17.8,0.395,4.82,5.51,152.4,Medium
31.8,34.3,84.3,995.5,6.9,9.3,520,19.5,0.465,2.38,7.4,155.7,Medium
107,32.6,52.7,1006.1,5,22.1,58,3.1,0.443,2.2,4.35,102.8,Medium
59.5,36.3,66.2,1000.7,4.9,54.5,0,24.6,0.352,3.17,0.38,30.1,Medium
33.3,33,60.6,1012.8,6.3,25.8,93,13.3,0.164,0.71,5.35,73,Low
67.4,27.4,71.4,1043,9.3,72.9,488,16.1,0.916,4.05,6.18,15.9,Medium
15.8,46.2,58.4,1018.9,4.1,55.2,422,11.3,0.482,1.65,6.34,157.5,Low
0,24.5,60.2,1004,7.5,71.3,0,5.7,0.652,4.75,13.05,82.4,Medium
42.7,24.6,84.8,989.1,0,72.9,181,7.7,0.437,1.69,8.92,42.7,Medium
22.8,42.2,66.2,994.3,6,68.9,491,3,0.41,2.13,7.34,0.3,Low
63.4,33.2,57.1,1021.2,7.4,42.6,0,28.9,0.823,5.1,0.1,12.9,Medium
76.8,34.2,72.2,1000.4,12.4,22,330,2.4,0.388,4.18,4.63,200.7,Medium
0,22.8,78,1011.1,18.6,81.1,0,13.1,0.553,1.35,5.94,157.7,Medium
60.8,10.3,64.8,1002.1,11.5,29.8,889,26.6,0.613,3.42,0.1,60.8,Medium
8.9,36.5,90.1,984.3,12.3,73.3,563,6.3,0.798,3.88,4.82,77.2,Medium
54.2,29.4,70.1,999.9,4,53.6,345,14.9,0.493,2.87,3.83,58.1,Medium
0,39,74,1012.2,12,51.6,1054,12.7,0.374,1.92,4.84,76.2,Low
41,28.5,74.3,1008.9,16.4,53.1,491,23.8,0.558,5.28,2.8,81.1,Medium
63.4,25.5,61,995,9.1,21.3,201,19.1,0.799,4.72,8.88,63.9,Medium
2.3,20.4,37.6,1009.3,13.5,26.4,734,14.6,0.565,2.59,8.02,53.3,Low
54.3,20.1,100,1014.8,13.2,33,0,15.8,0.697,2.48,4.71,116,Medium
74.5,28.3,83.1,1024.6,0,76.6,888,17.1,0.45,1.7,2.71,0,Medium
47.5,28.7,74.8,1004.6,2.5,63.1,311,32.9,0.878,2.72,0.9,50.7,High
17.6,35.6,60.4,1007.2,17.3,79.2,109,11.3,0.329,4.91,2.36,35.8,Low
0,27.1,65.1,997.2,11,37,452,17.9,0.395,0,3.48,105.9,Low
7,40.3,46.1,1012.1,10.2,43.7,629,11.8,0.319,5.04,12.41,61.4,Low
69.5,32.3,69.6,1011.6,8.3,69.2,315,21.9,0.445,3.78,9.17,104.1,Medium
0,28.3,64.5,1009.6,7.5,42,392,14.6,0.223,1.56,2.63,0,Low
22.9,27.6,74.6,1003.7,8.6,22.5,504,35.5,0.591,4.56,8.11,198.9,Medium
60.3,26.6,79.2,1029.9,8.4,55.8,231,0,0.562,3.29,1.79,10.3,Medium
83.3,29.9,83.2,1028.5,6.4,36.6,401,0,0.715,4.72,6.31,53.7,Medium
6.5,31.2,52.8,1015.1,14.1,90.4,353,0,0.412,2.26,4.08,124.5,Low
64.4,24.8,81.6,996.5,2.8,50.6,499,14.1,0.735,2.73,8.64,91.4,Medium
7.2,29.8,80,1012.9,13.2,60.1,1018,28.9,0.319,2.93,0.1,158,Medium
50.3,23.3,61,1011.9,10.4,51.7,456,23.7,0.493,1.75,9.31,88.1,Medium
55,38.4,80.6,1003.8,16.9,50.2,176,25.3,0.422,3.35,4.95,91.9,Medium
77.5,44.5,81.9,1014.3,11.5,31.9,1097,38.7,0.795,3.29,2.32,75,Medium
0.7,28.3,71.7,1029.4,17.9,52.2,793,19.7,0.481,0,7.03,43.5,Low
25.3,37.9,82.7,1007.3,9.6,55.5,489,9.4,0.378,1.61,0.1,47.3,Medium
37.2,35,74.2,1025.4,12.4,6.9,546,17.6,0.837,1.97,7.75,99.1,Medium
34.4,26.4,57.6,990.7,12.6,34.3,114,13.5,0.46,3.43,0.1,69.7,Low
105.2,30.1,74,998.2,0.8,50.9,93,12.1,0.286,3.2,13.3,0,Medium
23.7,39.4,71.1,994.1,4.6,48.8,568,18.7,0.356,2.36,0.62,15.3,Medium
18.1,37.6,53.6,1024.4,11.1,50.4,223,9.3,0.493,3.1,3.1,27.1,Low
0,24.8,93,1015.1,13.3,82.7,41,12,0.736,1.35,1.98,92.9,Medium
12,42.5,57.6,997,0.8,68.6,208,12,0,4.99,8.3,18.2,Low
22.7,14,79.4,1005.9,3.7,93.1,172,4.6,0.414,3.47,6.91,36,Medium
15.5,31.4,79.7,1033,11.5,62.9,620,5.6,0.438,2.97,6.4,29.7,Low
67.7,35.2,69.4,1004.9,14,39.6,310,26.4,0.664,2.76,10.71,157.7,Medium
42.1,30.3,86.2,1005.4,5.3,53.4,190,6.1,0.232,3.73,3.53,60.2,Medium
18.6,22.7,83.2,1018.2,0.7,23.9,345,32.1,0.379,1.5,4.22,15.4,Medium
66.8,30.7,82.9,1021.3,14.2,100,0,27,0.625,2.08,5.06,79.2,Medium
14.7,26.9,54.7,1005.7,4.6,66.7,359,9.4,0.702,3.58,10.04,136.5,Low
143.6,37.4,77.8,1024.8,17.3,46.7,443,12.4,0.691,2.72,2.96,8.6,Low
0,41.5,49.8,1008.7,1,71,377,6.4,0.448,2.02,3.81,67.4,Low
120.4,21.6,76.2,1007.6,13.5,52.4,633,18.7,0.461,2.18,3.91,77.4,Medium
23.4,45.5,100,1010.3,8.8,34.8,215,18,0.489,2.32,8.64,0,Low
22.5,31.6,72.5,1002.6,12,62,594,8,0.649,3.51,9.31,177.7,Medium
26.8,30.9,80,1004.2,9.9,29.2,404,12.8,0.485,0,1.23,55.9,Low
43.1,33.2,56.5,1000.1,6.9,42.4,702,29.2,0.443,4.86,3.25,55.7,Medium
69.8,26.2,68.1,1024.8,13.9,39.1,0,42.9,0.292,3.74,7.75,25.5,Low
0,26.2,66,1012.7,8.1,61.6,192,19.8,0.56,4.27,2.27,121.1,Medium
67.2,41.5,48.4,995.7,11.3,41.2,44,12.6,0.684,4.62,11.78,99.6,Low
0,26.9,92.1,1003.1,7.4,26.5,135,18.2,0.544,2.79,9.17,131.8,Medium
82.1,9.6,79,1010,13.9,38.5,419,2.7,0.757,2.51,13.97,50.5,Low
40.5,36.5,83.2,1007.6,1.2,11.3,0,9.6,0.613,1.4,14.16,173.2,Medium
5.3,24.1,62.2,1007.5,14.4,34.8,145,24.8,0.361,4.5,6.41,44.5,Low
124.7,30,72.3,1007.5,7.5,49,549,17,0.635,3.81,3.89,143.9,Medium
35.5,24.3,98,1016.6,11.6,61.3,1602,25.5,0.549,4.09,1.59,205.1,High
51.8,29.1,94.5,1002.3,6.4,45.8,1011,6.5,0.884,1.85,0.53,106.1,Medium
6.6,20.8,43.7,1023,15.9,36,80,29.6,0.433,1.62,5.64,0,Low
86.7,22.8,81.5,1011.5,1.6,70,710,31.3,0.817,3.39,7.94,102.3,High
20.2,33.5,64.9,1003.2,6.8,42.7,524,0,0.463,1.24,9.09,19.6,Low
28.2,16.9,47.9,1020.7,15,39.9,761,16,0.81,4.64,8.67,100.2,Low
2.6,31.2,78.7,997.6,2,41.8,321,22.4,0.576,2.79,9.47,0,Low
53.1,28.6,47,1016.1,17.4,79,508,11.6,0.36,2.91,3.26,73.7,Medium
110.4,15,71.7,996.3,5.7,81.7,331,21.3,0.628,1.98,8.43,89.2,High
29.1,31.5,39.7,994.6,13.7,29.9,499,0,0.333,3.6,1.1,147.2,Medium
86.9,16.8,46,1015.9,6.4,65.3,422,36.6,0.559,2.33,6.47,201,Medium
18.6,42.2,93.4,1018.3,7.9,84.6,810,24.4,0.342,3.1,0.64,67.9,Medium
14.6,29.6,82.1,995.3,4.6,31.8,498,14.2,0.443,2.91,6.21,107.8,Low
45.5,30,95.9,1008.9,4.6,52.9,603,14.7,0.342,3.03,3.18,16.7,Medium
92.2,25.6,93.1,1003,4.3,55.4,228,11.1,0.449,4.65,7.87,66.2,High
71.6,27.4,61.3,1026,14.2,40.2,570,0,0.222,0.76,0.1,89.7,Medium
129.8,24.3,66.3,1014.9,6.7,23,611,12.9,0.531,3.64,0.1,51.7,Medium
40.8,27.3,62.4,1013,6.5,33.8,14,20.9,0.821,3.18,8.06,97.9,Low
30,41.6,63.7,1019.8,12.1,5,346,15.6,0.494,3.81,2.03,132.4,Medium
113.5,29.2,73.5,1003.8,2.7,76.4,247,15.5,0.406,3.24,12.28,23.6,Medium
105.7,24.9,36.6,1008.2,4.1,54.7,115,9.2,0.455,5.53,7.62,0,Low
0,38.4,80.1,1007.5,6.4,15.4,622,16.8,0.317,2.72,5.15,122.5,Medium
112.9,39.4,70.8,1023.6,1.6,58.6,618,19.7,0.403,2.92,8.26,24.3,Medium
85.8,20.2,42.4,1008.1,14.5,42.1,611,32.7,0.524,0.91,1.24,203.3,Medium
0,29.4,78.1,998.7,5.3,43.1,538,11.1,0.568,2.96,4.64,27.8,Low
21.3,42.1,77.1,998,14.2,93,344,2.2,0.554,6.11,3.38,64.1,Medium
98.8,43.8,71.1,1016.6,1.1,34.3,565,23.1,0.471,2.74,8.74,42.8,Medium
35.9,25.4,67.7,1007.2,0,58.4,641,6.1,0.474,3.58,15.06,0,Low
57.1,22.5,78.4,1018.4,7.3,53.5,0,10.6,0.7,3.76,7.68,110.2,Medium
56.5,43.1,87.4,1005.3,10,33.7,626,16.7,0.658,3.33,9.42,105.7,Medium
0,43.5,84.3,1001.9,2.8,56.3,463,19,0.686,3.3,10.55,87.2,Medium
0,34.2,28.2,1010.2,5.7,63.1,772,28.4,0.571,4.86,2.3,115.3,Low
76.6,28.8,87.4,1012.2,6.5,26.9,418,16.1,0.609,2.06,5.99,62.8,Medium
18.7,30.5,41.8,1002.1,5.2,38.2,30,19.6,0.727,3.56,3.92,5.7,Low
107,31.7,65,1011.4,11.9,39.3,712,12.6,0.579,3.14,8.83,41,Low
0,31.9,45.6,1021.5,9.6,40.3,437,0.4,0.555,2.54,12.25,61.1,Low
104.8,37.1,85.9,1014.8,19.7,41.1,751,4.9,0.499,3.66,1.28,93.6,Medium
25,15.8,95.1,1031.5,10.7,24.4,284,9.9,0.76,3.6,4.88,9.4,Low
0,16.3,93.6,1004.7,7.6,41.2,537,29.3,0.53,1.92,5.29,125.3,Medium
74.9,22.4,48.5,1027.7,1.8,69.4,0,28.9,0.751,4.83,0.1,177.6,Medium
33.6,26.1,87.3,1007.7,1,58.3,89,30.9,0.613,2.91,4.17,56.2,Medium
63,27.6,63.6,1004.5,7.7,64.5,616,10.9,0.541,3.19,6.2,185.1,Medium
37.2,29.9,76.2,1005.9,8.3,59.9,88,18.8,0.302,2.74,4.8,104,Medium
9.3,31.1,44.2,995.6,10.8,55.3,1032,18.4,0.068,5.04,3.79,0,Low
86.7,21.8,57.2,1020,2.9,51.6,304,27.8,0.462,3.82,2.02,102.7,Medium
54.5,32.6,42.7,1016.6,8.6,53.1,285,23.1,0.402,1.54,8.73,50.9,Medium
85.8,31.1,29.9,1026.2,13.5,71,378,15.3,0.664,1.18,7.81,19.9,Medium
42.9,30,86,1015.2,12.8,36.3,260,28.4,0.459,1.16,1.31,42.6,Medium
77.6,40.2,59.2,1032.5,8.6,30.6,1305,24.2,0.43,3.22,3.18,63.5,Low
39.4,17.2,81.1,1008.6,1,48.4,13,20.5,0.513,2.09,10.49,26.9,Low
0,33.5,59.7,1011,7.9,31.3,647,20.9,0.834,3.95,7.6,74.7,Low
3.9,23.9,57.6,1012.8,9.6,19.8,450,0,0.379,3.46,2.74,94.2,Low
79,26.1,74.7,1009,11.9,29.3,1046,39.2,0.477,2.85,6.3,48.9,Medium
65.3,32,60.2,1001.7,16.9,55.6,551,0,0.662,1.6,7.33,48.7,Medium
14.9,25.3,73.5,1006.5,9.7,31,527,41.2,0.866,2.42,4.65,82.1,Medium
75.5,24.5,73.7,1019.9,12.6,60.5,924,18.7,0.929,3.11,9.81,0,Medium
4.8,21.4,100,1012.2,6.8,70.7,488,11.2,0.794,4.19,11.29,0,Low
50.7,35.1,66.8,997.1,8.7,53.5,857,22.9,0.315,2.58,5.09,0,Medium
22.7,16.1,82,998.1,11,55.4,506,15.8,0.506,3.19,9.8,140.8,Medium
106.8,19.7,70.6,1012.3,5.5,35.9,297,11.7,0.698,4.04,11.23,53.2,Low
28.7,26.3,68.2,1002,6.5,70.1,7,22.1,0.46,3.42,6.64,34.6,Medium
64.8,23.6,47.4,1019.9,6.9,70.9,383,19.4,0.316,2.79,4.95,45.1,Medium
47.8,36.4,63,1011.1,7.1,67.8,527,28.4,0.476,4.26,7.58,0,Medium
61.6,28.9,68.5,1022.1,11.4,60.1,929,19.9,0.189,4.97,1.69,27.7,Medium
109,32.9,48,1010.7,7.3,31.4,839,21.8,0.989,1.37,14.56,62.3,Medium
88.4,15.3,55.7,1028.5,5.5,51.8,795,34.4,0.286,3.73,0.1,0,Medium
23.5,13.9,77.7,1001.3,7,31.3,197,1.4,0.16,2.09,1.35,123.5,Medium
91.8,25.4,57.5,1014.5,14,59.6,0,7.1,0.361,3.54,3.53,98.6,Medium
43.5,39.9,93.2,1002.5,12.1,65.9,399,2.6,0.611,4.28,7,105,Medium
0,40.4,93.8,1022.1,8.3,43.8,52,24.2,0.675,3,6.51,117.8,Medium
75.5,25.3,53.9,1009.3,10.2,66.6,562,25.9,0.421,5.98,1.91,150.9,Medium
98.2,27.1,82.4,1016.9,11.1,33.9,6,0,0.386,2.95,6.21,111.3,Medium
4.9,22.7,50.8,1011.3,9,21.9,281,7.7,0.125,2.14,9.29,22.6,Low
34.6,36.5,83.8,1010.7,9.1,36.8,316,27.1,0.61,1.9,9.67,128.3,Medium
0,32.1,80.5,1004.7,5.7,69.3,0,15.4,0.6,4.09,8.79,76.1,Medium
67.6,15.5,67.3,1007.7,7.3,65.3,225,20.2,0.498,7.02,3.46,142.8,Medium
134.9,20.3,74.8,1005,10.1,54.8,1116,14.9,0.682,4.97,4.36,0,Medium
78.6,33,75.8,999.9,13.4,73.2,434,4.5,0.594,1.35,1.16,164.8,High
23.7,28.9,74.5,995.8,4.9,75.2,78,23,0.224,1.54,6.82,98.7,Medium
90.9,31.7,49.1,1020.7,4.8,56.1,628,0,0.479,3.12,7.64,132.9,Medium
84.1,30.5,75,1017.3,11.1,50.3,344,20,0.68,2.85,7.21,116.5,Medium
92.4,24.6,79.4,1010.5,9.4,54.1,239,33.5,0.516,3.43,4.61,41.7,Medium
9.5,30.4,86,1002.3,2.3,63.8,187,21.4,0.571,1.93,8.58,67.7,Medium
54.3,16,58.7,1007.8,11.8,54.7,236,8.8,0.288,0.26,7.03,154.1,Medium
0,28.7,62.9,1018.8,6,30,0,12.1,0.333,3.81,4.34,90.6,Low
14.4,36.7,49.7,997.5,13.2,75.2,302,7.1,0.598,1.96,2.99,211.5,Medium
43.3,27.6,55.7,1017.7,4.1,40.2,206,9.2,0.436,4.78,3.68,86.9,Low
33.4,27.5,68.8,1000.1,4,47.5,2,0,0.45,1.47,3.83,0,Low
0,31.2,65.9,996.5,4.7,53.9,172,7.2,0.385,2.79,4.38,123.7,Low
18.8,29.4,71.8,1011.9,10.1,70.5,538,39.8,0.349,3.49,5.98,99.7,Medium
46.9,20.6,68.4,1029.7,10.5,84.1,501,30.7,0.391,2.91,10.42,112.7,Medium
42,26.4,71.5,986.2,7.4,64.8,435,18.4,0.445,3.31,1.05,48.5,Medium
66.5,35.5,34.6,1015.2,1.9,67.2,683,21.7,0.101,1.7,4.69,70.6,Medium
74.8,24.6,63.4,1000.3,3.4,31.1,186,19.6,0.562,4.6,3.23,128.6,Medium
25.4,45.4,96.8,1015.7,0,95.7,307,0,0.303,4.61,4.3,0,Medium
7.6,28.2,77.3,996.8,0.6,51.1,229,24.7,0.321,1.68,6.25,0,Medium
70.5,36.8,56.2,1001.7,5.9,72,292,29.6,0.067,2.77,10.87,126.3,High
0,30.2,55.9,1022,9.8,17.2,64,40.1,0.671,3.45,1.38,11.7,Low
64.6,27.2,75.3,1032.6,6.3,52,900,27.4,0.557,1.85,1.93,13.2,Medium
29.9,36,70.5,1003.1,10.2,75.9,21,26.1,0.362,1.12,3.49,100.6,Medium
19,36.3,56.7,1023.8,8.6,55.5,649,4,0.361,2.93,9,31.7,Low
102.8,32,81.1,1020.9,1,59.5,303,22.7,0.769,2.26,8.66,138.6,Medium
40,15,67.5,1028.1,9.3,27.6,707,4.9,0.549,2.6,3.18,126.8,Low
61,23.3,52.3,995,12.8,39.2,245,8,0.715,3.84,3.26,13.3,Low
33.9,26.1,81.1,1000.8,7.9,40.5,144,18.2,0.587,2.51,11.56,111.9,Medium
18.9,26.2,58.3,1004.3,3.9,65.9,70,32.3,0.303,3.07,3.75,136.8,Medium
117.2,27.4,45.5,1009.3,0,57,873,8.9,0.305,3.16,7.48,93.8,Medium
11.3,31.6,96.2,989.5,1.1,5,547,31.1,0.419,1.45,3.2,71.1,Medium
69.5,21.9,84.8,1016.2,7.9,34,1604,4,0.846,4.95,8.32,36.6,Low
61,29.9,67.4,985.5,8.6,54.6,569,45.6,0.273,1.46,3.74,154.4,Medium
63.4,42.3,79.6,998,14.7,30.2,225,11.7,0.299,2.55,5.54,161,Medium
106.3,27,56.4,1007.6,10.9,51.8,234,19,0.526,1.02,0.1,136.4,Medium
130.5,29.6,62.4,1007.9,15.3,5,2,6.5,0.344,3.98,7.07,67.6,Medium
33.2,35.9,33.1,1009.4,5.6,51.1,750,19.5,0.723,4.62,0.91,161.1,Medium
25,32,72,1024.6,13.2,72,637,9.4,0.501,2.25,5.77,37.2,Medium
51.6,20.9,43.4,1001.8,0.4,42.9,604,9.2,0.472,2.83,6.86,134.2,Medium
100.8,30.2,100,1007.2,6.5,33.2,699,28.4,0.401,4.67,6.2,55,Medium
63.8,32,44.2,1014.5,5.7,46.1,184,29.6,0.728,3.19,4.27,107.4,Low
36.6,28.5,68.5,1002.8,9.9,73.3,0,4.3,0.481,3.52,0.24,124.1,Medium
47.3,35.5,55.5,1009.5,3.8,63.7,793,7.5,0.403,3.42,10.47,38.8,Low
13.6,27.7,89,1012,10.5,66.7,771,5.6,0.455,0.74,6.72,75,Medium
53.9,30.9,60.5,1009.3,0,66,300,19.6,0.475,3.3,6.07,124.3,Medium
0,23.9,62.6,1016,12.4,49.5,1171,21.6,0.721,4.65,5.87,0,Low
62.9,32,100,1013.1,2.2,35.6,0,18.4,0.173,1.58,3.72,115.2,Medium
30.5,36,74.3,1005.4,16.1,5,209,13.3,0.431,3.67,6.47,7,Low
75.9,40.7,97.6,1012.5,0.4,64.3,496,21.7,0.57,0.85,5.27,99.2,Medium
96.2,17.9,93.5,1001,17.7,67.3,0,14.6,0.119,1.64,9.06,70.4,Medium
0,28.5,77.5,1008.2,13,63.7,825,8.6,0.724,6.27,2.52,88.8,Low
125.3,30.3,65.8,1012,14,66.9,686,25.8,0.666,4.87,5.62,191.2,Medium
0,33.6,94.1,1017.4,18,84.8,624,22.9,0.325,3.27,6.31,22.8,Medium
0,20.4,100,1003.9,5.7,53.4,170,20.4,0.455,1.83,0.1,81.1,Medium
0.5,32.5,78.6,1018.9,11.7,47.3,721,0,0,2.23,5.38,125.8,Low
124.3,39.4,67.7,1025.4,3.8,20.3,418,20.2,0.483,2.71,0.84,97.1,Medium
0,30.2,72.8,1011.4,10.5,23.5,161,13.7,0.517,1.73,7.8,34,Low
0,15.9,66.4,1006.9,12,86.4,560,15,0.525,3.55,0.1,52.9,Low
28.2,32.9,61.3,1007,12.3,63.7,465,19.4,0.528,3.6,0.1,27.4,Low
21,31.5,85.4,1006.9,12.2,67.1,15,24.5,0.122,1.77,13.95,7.8,Medium
13.2,31.8,46.4,1005.4,0,40.6,337,32.2,0.227,2.62,7.36,188.9,Low
53.3,50.7,84.6,1000.8,10.5,14.8,322,22.3,0.634,3.84,1.88,18.8,Medium
53.7,30.9,77.5,1029,9.4,42.1,0,12.8,0.394,1.7,6.37,37.5,Low
42.2,37.4,52.2,1015.5,6.2,51.8,1,8.6,0.271,3.8,7.16,145,Medium
55,30.5,91.9,1008.6,8.7,65.7,277,0,0.516,1.76,5.17,0,Medium
32.6,29,82,1017.8,9.7,69,132,17.6,0.531,4.39,1.46,84.8,Medium
0,7.8,65,1026.9,14.4,31,622,6.2,0.631,2.08,0.86,114.7,Low
33.2,18.8,43.7,1011.1,5.5,5,411,22.2,0.066,1.43,8.08,163.3,Medium
23.3,21.6,56,1024.4,0,8.3,1166,18.1,0.513,3.62,6.17,30.2,Low
47.4,26.8,85.3,1006.1,13.5,33.3,916,13.3,0.202,5.59,8.61,89.3,Medium
118.7,19.6,79,1007.4,16.6,11.1,837,11.8,0.711,4.22,7.77,149.3,Medium
6,19.6,93.4,1002.8,8.5,7.8,689,1.3,0,4.76,8.75,206.7,Medium
51.1,23.3,67.1,1029,6.8,42.3,515,8.7,0.321,2.78,7.28,165.9,Medium
0,22.2,64.9,1026.3,5.4,47.4,436,12,0.296,4.2,0.1,101.3,Low
0,28,76.9,1008,11.7,78,385,44.7,0.439,2.48,8.59,0,Medium
14.5,41.3,93.6,1014.6,5.6,52.2,0,26.6,0.25,2.95,5.8,104.5,Medium
48.6,34.3,61.4,1017.8,7.8,59.3,895,26.2,0.3,4.54,5.57,140.3,Medium
44.7,18.9,90.9,1026,4.6,34.7,614,10.9,0.473,1.73,3,54.7,Low
38.7,19.1,65.3,1018.5,9.1,34.2,664,25.8,0.672,4.43,8.82,21.2,Low
57.4,20.7,40.7,1004.5,9.6,48.5,834,19.7,0.619,2.06,2.12,56.3,Low
110.9,13.4,83.4,1015.5,6.2,58.9,552,0,0.365,2.8,9.28,128.8,Medium
